"x"
"
						Comando da Aviação do Exército emprega meios e pessoal na Operação Xavante, que apoia comunidades indígenas em Mato Grosso
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Desinfecção das instalações do Tribunal Regional do Trabalho/13ª Região em João Pessoa (PB)
					"
"
						Entrega de cestas básicas e itens de higiene pessoal na Região do Marajó
					"
"
						Academia Militar das Agulhas Negras mantém medidas preventivas contra a disseminação do coronavírus em suas dependências
					"
"
						Descontaminação no Centro de Distribuição Domiciliária dos Correios em Palmas/TO
					"
"
						Regimento prossegue nas ações de combate à COVID-19 na Paraíba
					"
"
						Subunidade promove descontaminação de suas instalações
					"
"
						Em Cerrito/RS, Batalhão realiza desinfecção de instalações da Prefeitura Municipal
					"
"
						Em Cruz Alta/RS, escola promove campanha ""Parada Solidária""
					"
"
						Apoio à Companhia Riograndense de Saneamento
					"
"
						Desinfecção das instalações da Superintendência Regional da Polícia Federal na Paraíba
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Desinfecção de instalações no Rio de Janeiro e em Niterói
					"
"
						Desinfecção das instalações da sede da Polícia Federal em João Pessoa/PB
					"
"
						2ª Fase da Distribuição de Cestas Básicas e Kits de Higienização em João Pessoa/PB
					"
"
						Ministro da Defesa verifica ações do Comando Conjunto Norte nas operações COVID-19 e Verde Brasil 2
					"
"
						1ª fase do estudo de incidência da COVID-19 em Unidades da Guarnição de Bagé (RS)
					"
"
						Apoio Logístico em “Ação de combate à Fome” reinicia em João Pessoa/PB
					"
"
						Companhia de Comando da 18ª Brigada de Infantaria de Fronteira intensifica ações de controle e presença militar na fronteira com a Bolívia
					"
"
						Descontaminação nas instalações do Tribunal Regional do Trabalho em João Pessoa/PB
					"
"
						Desinfecção das instalações do Tribunal Regional do Trabalho/13ª Região na Paraíba
					"
"
						Instituto de Biologia do Exército realiza testes no Comando Militar do Planalto
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Recebimento de respiradores para tratamento da COVID-19
					"
"
						Regimento Anhanguera realiza desinfecção em suas instalações
					"
"
						Regimento Anhanguera realiza desinfecção nas dependências da Unidade de Saúde Familiar Jardim Imperial da cidade de Leme
					"
"
						Regimento Anhanguera realiza desinfecção nas dependências da Associação de Pais e Amigos dos Excepcionais (APAE) de Pirassununga
					"
"
						Comandante do Exército Brasileiro verifica as ações em curso desenvolvidas pelo Comando Conjunto Oeste
					"
"
						Em Cáceres/MT, Comando de Fronteira Jauru realiza ações de desinfecção
					"
"
						Comando de Fronteira Jauru promove treinamento de descontaminação para profissionais de organizações civis e militares de Cáceres (MT)
					"
"
						Batalhão apoia equipe de descontaminação da Santa Casa de Corumbá
					"
"
						Batalhão realiza desinfecção de instalações na Guarnição de Curitiba/PR
					"
"
						Instituto de Biologia do Exército realiza teste sorológico nos cadetes da AMAN
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Policlínica de Campanha no pátio interno da 7ª Região Militar inicia funcionamento
					"
"
						Militares do Comando Conjunto Norte encerram ação cívico-social nas aldeias no Parque Tumucumaque
					"
"
						Militares prestam cerca de 300 atendimentos médicos em aldeias  Tiriyó e Kaxuyana, no Parque Tumucumaque (PA)
					"
"
						Desinfecção em Instituições públicas no Rio de Janeiro/RJ
					"
"
						Militares do Regimento participam da Campanha “Ajudar está no nosso sangue”
					"
"
						Regimento promove mais uma etapa de higienização de suas instalacões
					"
"
						Militares do Comando Conjunto Norte embarcam para realizar Ação Cívico-Social com índios Tiriyó e Kaxuyana
					"
"
						Parceria com a Defesa Civil possibilita o transporte de cestas básicas
					"
"
						Comando Conjunto Norte realiza reunião com a Superintendência do Desenvolvimento da Amazônia
					"
"
						Descontaminação das instalações do Hospital da Vida e do SAMU
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Descontaminaçao de áreas do Clube Recreativo dos Subtenentes e Sargentos do Exército em Fortaleza/CE
					"
"
						Distribuição de equipamentos de proteção individual para organizações militares que compõem a Força Conjunta Bandeirantes
					"
"
						Em São João Nepomuceno/MG, TG realiza 2ª Campanha do Leite
					"
"
						Higienização das instalações da Fundação Gaúcha do Trabalho e Ação Social
					"
"
						Comando Conjunto Bahia já distribuiu mais de 22 mil cestas básicas em Salvador
					"
"
						Desinfecção das Instalações da 8ª Brigada de Infantaria Motorizada
					"
"
						Desinfecção das instalações do Ministério da Agricultura, Pecuária e Abastecimento
					"
"
						Regimento Anhanguera realiza desinfecção nas instalações do Ganha Tempo de Pirassununga
					"
"
						Regimento Piragibe participa de mais uma etapa de descontaminação de instalações no contexto da Operação covid-19
					"
"
						Descontaminação das instalações da Unidade de Reinserção Municipal Professora Nilda Ney
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						HGeRJ e H Cmp atendem 1.245 pacientes em iniciativa conjunta
					"
"
						TG prossegue com 2ª etapa das ações contra a COVID-9
					"
"
						Batalhão realiza descontaminação em Agência Municipal de Trânsito e Transporte de Corumbá
					"
"
						No Rio de Janeiro, Regimento prossegue com ações no combate ao novo coronavírus
					"
"
						Descontaminação de Instalações do Ministério da Economia, em João Pessoa/PB
					"
"
						Na Paraíba, desinfecção das instalações do Ministério da Economia
					"
"
						Militares do Comando Conjunto Nordeste realizam descontaminação de órgãos públicos em Caruaru/PE
					"
"
						Descontaminação de áreas internas e locais de grande fluxo de pessoas no Regimento
					"
"
						No Acre, Comando Conjunto Amazônia verifica ações da Operação COVID-19 realizadas na Faixa de Fronteira
					"
"
						Comando Militar do Nordeste atua na distribuição de  cestas básicas durante o combate à COVID-19
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						TG participa nas orientações para o combate ao novo coronavírus
					"
"
						Colégio promove campanha solidária para arrecadação de donativos
					"
"
						Descontaminação no Quartel da Lapa
					"
"
						Regimento Anhanguera realiza desinfecção do Centro de Especialidades Médicas Pirassununga
					"
"
						Em João Pessoa (PB), 15º Batalhão de Infantaria Motorizado apoia ação que beneficiou mais de 30 mil pessoas
					"
"
						Alunos da ESA realizam desinfecção em São Bento Abade/MG
					"
"
						7º Batalhão de Engenharia de Construção apoia FUNAI em ações solidárias realizadas em Terras Indígenas
					"
"
						TG promove Campanha de Doação de Sangue
					"
"
						17ª Brigada de Infantaria de Selva apoia 5ª ação do projeto ""Mapeia Rondônia"", da Secretaria Estadual de Saúde
					"
"
						Capacitação de pessoal e descontaminação da sede da Advocacia-Geral da União em Palmas/TO
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Descontaminação das instalações do Aeroporto de Dourados/MS
					"
"
						Terminal Rodoviário do Tietê recebe descontaminação contra o novo coronavírus em São Paulo
					"
"
						Em Belém, militares realizam doação voluntária de sangue
					"
"
						TG participa da Campanha de Doação de Sangue em Santo André/SP
					"
"
						Em Minas Gerais, 4ª Região Militar e Rogério Flausino, da banda Jota Quest, unem-se em ação por dias melhores
					"
"
						Doação de cestas básicas para comunidade indígena
					"
"
						Profissionais de saúde do Exército reforçam atendimento à população indígena no extremo norte do país
					"
"
						Em ação solidária, Batalhão entrega cestas básicas
					"
"
						Distribuição de cestas básicas em comunidades indígenas
					"
"
						Desinfecção no Instituto Tecnológico de Aeronáutica.
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Em Porto Murtinho (MS), a 2ª Companhia de Fronteira realiza apronto operacional para verificação das condições da tropa
					"
"
						Regimento Anhanguera realiza desinfecção nas instalações da Prefeitura Municipal de Pirassununga
					"
"
						Subunidade realiza descontaminação de suas instalações
					"
"
						Militares de saúde do Comando Conjunto Sudeste beneficiam mais de 2.500 índios em comunidades de Roraima
					"
"
						Em Roraima, militares do Exército Brasileiro prestam apoio médico à comunidade indígena Yanomami
					"
"
						Descontaminação de Unidades de Saúde
					"
"
						Coordenação de apoio à Cruz Vermelha pela Força Conjunta Bandeirantes
					"
"
						Ação de descontaminação na Escola Estadual Odete Ignez Resstel Villas Boas de Nioaque/MS
					"
"
						CCSE conduz descontaminação do Aeroporto de Guarulhos
					"
"
						Descontaminação de unidades de saúde em Dourados
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Em João Pessoa, desinfecção e descontaminação da Estação Ferroviária do Varadouro
					"
"
						Equipe coordenada por sargento do Exército conclui protótipo e oferece projeto para produção em larga escala
					"
"
						Comando Conjunto Nordeste realiza desinfecção das instalações do Aeroporto de Alagoas
					"
"
						Em Caraguatatuba/SP, prossegue combate à COVID-19 por militares do Exército Brasileiro
					"
"
						Em Recife, militares realizam doação de sangue
					"
"
						Regimento Anhanguera apoia a Polícia Militar de São Paulo no combate à COVID-19
					"
"
						Profissionais de saúde do Exército participam de missão em apoio a comunidades indígenas em Roraima
					"
"
						3ª descontaminação no Centro de Atenção Psicossocial
					"
"
						Hospital Militar de Área de São Paulo presente na Missão Yanomâmi - Raposa Serra do Sol
					"
"
						Produção e entrega de equipamentos de proteção Individual
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Brigada realiza ações de enfrentamento ao novo coronavírus em aldeias indígenas
					"
"
						Campanha de arrecadação e distribuição de donativos em Altamira
					"
"
						Campanha Solidária de Arrecadação de Agasalhos e Alimentos
					"
"
						HCE disponibiliza pontos para a higienização das mãos
					"
"
						Instruções de descontaminação biológica para servidores do Sistema Penitenciário do Maranhão
					"
"
						59º BI Mtz Intensifica desinfecção no interior de Alagoas
					"
"
						Brigada Guaicurus realiza descontaminação de áreas em Dourados/MS
					"
"
						MHEx/FC apoia campanha para doação de sangue
					"
"
						Na Operação COVID-19, Regimento San Martín desinfecta Instalações em Santa Rosa/RS
					"
"
						Regimento prossegue no apoio à Prefeitura de Santo Antônio das Missões
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Ação de descontaminação de instalações da Secretaria Municipal de Assistência Social de Nioaque
					"
"
						Batalhão Intensifica a distribuição de máscaras em bairros das cidades do Vale do Itajaí
					"
"
						Com 90 dias de Operação COVID-19, Comando Conjunto Norte continua as ações para combater o coronavírus
					"
"
						Desinfecção das instalações da Fundação Gaúcha do Trabalho e Ação Social - Sine Camaquã
					"
"
						Entrega de donativos a entidades carentes de Marabá/PA
					"
"
						Capacitação para atividade de descontaminação
					"
"
						Apoio do TG a militares do Comando Conjunto Nordeste em descontaminações de órgãos públicos em Caruaru
					"
"
						Descontaminação de instalações em Juazeiro do Norte/CE e Crato/CE pelo Exército Brasileiro
					"
"
						Descontaminação do Posto Médico da Guarnição de Dourados
					"
"
						Atividades desenvolvidas pelo TG ao longo do 1º semestre de 2020
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Operação de descontaminação nas instalações da Receita Federal de Corumbá
					"
"
						Pontoneira do Planalto adota dispositivo mecânico para higienização das mãos
					"
"
						Regimento Anhanguera realiza desinfecção da Unidade Sentinela para COVID-19 de Pirassununga
					"
"
						Batalhão apoiará a descontaminação das unidades da Secretaria de Desenvolvimento Social de Palmas
					"
"
						Pontoneira do Planalto participa da Campanha Voluntária de Doação de Sangue
					"
"
						Brigada inicia distribuição de 39 toneladas de cestas básicas a Comunidades Indígenas
					"
"
						Campanha de arrecadação e distribuição de donativos
					"
"
						Subunidade realiza testes rápidos para detecção da COVID-19
					"
"
						Campanha de doação voluntária de sangue
					"
"
						Em Caxias/MA, Atiradores participam da prevenção ao novo coronavírus
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Profissionais de saúde do Hospital recebem mensagens de apoio
					"
"
						Regimento participa da 3ª etapa de distribuição de cestas básicas em João Pessoa
					"
"
						Em três meses, Força-Tarefa Pantanal contribuiu para repatriar 6.500 brasileiros oriundos da Bolívia
					"
"
						6° BIS em apoio à ação ""Mapeia Rondônia""
					"
"
						Doação de cestas básicas em Outeiro/PA
					"
"
						Profissionais de saúde do Exército Brasileiro participam de operação no interior do estado do Amazonas
					"
"
						Área de Cuidados recebe os primeiros pacientes para tratamento da COVID-19
					"
"
						TG participa de campanha para conscientização da população
					"
"
						Em Pedro Afonso/TO, TG atua na Operação COVID-19
					"
"
						No Rio de Janeiro, Arsenal de Guerra entrega novos lotes de EPI a hospitais
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Batalhão realiza desinfecção de suas instalações
					"
"
						Regimento participa de campanha de doação de sangue
					"
"
						Desinfecção das instalações do Hospital de Guarnição de João Pessoa
					"
"
						Batalhão dos Paraibanos participa de ""Ação de Combate à Fome"" em João Pessoa
					"
"
						Batalhão Mauá realiza desinfecção de áreas públicas
					"
"
						O 28º Batalhão Logístico realiza a descontaminação do Hospital da Vida de Dourados
					"
"
						CIGS realiza desinfecção das suas instalações
					"
"
						HMAPA promove treinamento de paramentação e desparamentação de EPIs
					"
"
						Apoio à Secretaria Municipal de Saúde
					"
"
						Batalhão apoia prefeituras no combate à COVID-19
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Bateria entrega donativos da Campanha “Todos Juntos no Combate à COVID-19”
					"
"
						Descontaminação de Unidades Básicas de Saúde da Família
					"
"
						Militares doam sangue voluntariamente em Sant’Ana do Livramento (RS)
					"
"
						No Rio de Janeiro, apoio aos asilos no contexto da Operação COVID-19
					"
"
						Técnicos de saúde do 22º BI apoiam aplicação de testes rápidos para detecção de COVID-19
					"
"
						Ação de descontaminação das instalações da Secretaria de Obras e Serviços Urbanos de Nioaque/MS
					"
"
						Entrega de cestas básicas na Terra Indígena Yanomami
					"
"
						12º RC Mec completa 88 dias na Operação COVID-19
					"
"
						Comando Conjunto Amazônia inaugura Área de Apoio e Cuidados de Saúde
					"
"
						Desinfecção nas instalações dos órgãos do Poder Judiciário
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						2º Batalhão de Infantaria de Selva promove ação solidária em espaço de acolhimento de índios venezuelanos
					"
"
						Ações solidárias em lares de Longa Permanência de Idosos no estado do Rio de Janeiro
					"
"
						Regimento participa de atividades de apoio a  Lares de Longa Permanência de Idosos
					"
"
						Atividades do Comando Conjunto Nordeste no enfrentamento da COVID-19 são apresentadas ao Ministro da Defesa
					"
"
						No Rio de Janeiro, Comandante do Exército Brasileiro verifica ações desenvolvidas pelo Comando Conjunto Leste
					"
"
						Comando Conjunto Sul realiza transporte de alimentos para comunidades indígenas isoladas
					"
"
						Capacitação e prática em técnicas de descontaminação de áreas
					"
"
						Ministro da Defesa visita o Comando Conjunto Rio Grande do Norte e Paraíba
					"
"
						Ação Cívico-Social na Comunidade de Iauaretê
					"
"
						Regimento Anhanguera realiza desinfecção nas instalações da Câmara Municipal de Pirassununga
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Clube de Robótica do Colégio desenvolve e produz viseiras de proteção contra a COVID-19
					"
"
						Regimento Anhanguera realiza desinfecção do Terminal Rodoviário de Pirassununga
					"
"
						Militares de saúde ministram capacitação no Hospital Universitário de Macapá
					"
"
						TG participa de Campanha de Arrecadação de Alimentos
					"
"
						Desinfecção dos calçadões centrais e da Praça da Bandeira em Caçapava
					"
"
						Apoio assistencial à terceira idade na Operação COVID-19
					"
"
						Em Marabá, hospital de guarnição promove 1º Seminário online
					"
"
						5º BIL atua na desinfecção de locais públicos em Suzano (SP)
					"
"
						Descontaminação das instalações do Ginásio Poliesportivo de Corumbá/MS
					"
"
						Em Caçapava, Força Dutra recebe capacitação em descontaminação
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Desinfecção da Estação Rodoviária de Pelotas/RS
					"
"
						Desinfecção no prédio do Pronto Atendimento Médico em Cáceres/MT
					"
"
						Medidas Sanitárias de Prevenção à COVID-19 no 1º R C Mec
					"
"
						Prédio da Advocacia-Geral da União passa por ação de descontaminação e funcionários são capacitados
					"
"
						Regimento atua em apoio a barreiras sanitárias em Santa Rosa/RS
					"
"
						Batalhão segue em operação de controle sanitário no interior do MS
					"
"
						Capacitação de profissionais e descontaminação do Hospital Regional de Samambaia, no Distrito Federal
					"
"
						Atividades de desinfecção em Marabá/PA
					"
"
						Brigada apoia ações cívico-sociais em Comunidades Indígenas da região do Alto Rio Negro
					"
"
						Comando Conjunto Planalto capacita funcionários da Imprensa Nacional e realiza descontaminação
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Pelotão de Selva apoia doação de cestas básicas a comunidades Indígenas
					"
"
						Alunos do Curso de Saúde da Escola de Sargentos de Logística prestam apoio a hospitais do Exército no Rio de Janeiro
					"
"
						Campanha de arrecadação de alimentos e agasalhos e distribuição de máscaras
					"
"
						Descontaminação do Posto Médico da Guarnição de Dourados (MS)
					"
"
						Força-Tarefa atua na desinfecção de unidades dos Correios em Belém (PA)
					"
"
						Visita do Diretor de Educação Preparatória e Assistencial
					"
"
						Brigada realiza visita a militares inativos e pensionistas
					"
"
						Apoio ao Comando Militar do Sul na Operação COVID-19
					"
"
						Alunos do Curso de Formação e Graduação de Sargentos do Regimento apoiam distribuição de marmitas 13
					"
"
						Apoio às ações contra o coronavírus
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Desinfecção no prédio do Tribunal de Justiça e do Tribunal de Contas de Alagoas
					"
"
						Higienização das instalações da Associação Nacional dos Veteranos da FEB e da Praça do Expedicionário
					"
"
						Higienização das instalações do Ministério da Economia na capital maranhense
					"
"
						Higienização na Superintendência da Amazônia em Belém/PA
					"
"
						Hospital comemora  Alta de COVID-19 número 50
					"
"
						Operação COVID-19
					"
"
						Operação COVID 19 na Fronteira Sul do País
					"
"
						17º BIS presta apoio à Comunidade Indígena
					"
"
						Atividade de descontaminação na Escola Municipal Aurora Pedroso de Camargo em Dourados/MS
					"
"
						Regimento participa de campanha solidária em Santa Maria/RS
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						17ª Brigada de Infantaria de Selva apoia projeto de testagem rápida na população de Rondônia
					"
"
						Desinfecção em instalações do Ministério da Agricultura, Pecuária e Abastecimento no Rio de Janeiro
					"
"
						Militares de saúde do Exército integram missão das Forças Armadas de apoio emergencial ao Amapá
					"
"
						Militares da 2ª Brigada de Infantaria de Selva apoiam ação cívico-social na comunidade indígena de Ilha das Flores, localizada a 30 km de São Gabriel da Cachoeira (AM)
					"
"
						6° Batalhão de Infantaria de Selva realizou apoio ao governo do estado de Rondônia na ação “Mapeia Rondônia”, com objetivo de realizar testes da COVID-19, em ampla escala, na população de Guajará-Mirim (RO)
					"
"
						Comando Conjunto Nordeste transporta 61 toneladas de alimentos para comunidades indígenas de Alagoas
					"
"
						Higienização de áreas públicas de Nova Timboteua
					"
"
						Desinfecção na Superintendência da Polícia Federal no Ceará
					"
"
						Grupo promove ação de descontaminação da Prefeitura Municipal de Nioaque/MS
					"
"
						Batalhão executa higienização em instalações da Polícia Militar em Itaituba/PA
					"
"Assuntos"
"Serviços"
"Redes Sociais"
"Acesso à Informação"
"Serviços"
"Redes Sociais (Topo) 6.2"
"Serviços"
"
						Descontaminação na Câmara Municipal de Vereadores  de Dourados
					"
"
						Desinfecção de Superintendência da Polícia Federal no Rio de Janeiro
					"
"
						16ª Base Logística transporta equipes de saúde para apoiar comunidades indígenas na Amazônia Ocidental
					"
"
						6º Batalhão de Polícia do Exército distribui cestas básicas nessa nova fase da operação
					"
"
						Batalhão recebe inspeção do Comandante da 1ª Brigada de Cavalaria Mecanizada
					"
"
						Arsenal entrega novos lotes de EPI a Organizações Militares de Saúde na Guarnição do Rio de Janeiro
					"
"
						Confecção de Máscaras para utilização na Operação COVID-19
					"
"
						Operação de Descontaminação nas instalações do Posto Fiscal Lampião Aceso
					"
"
						Comando Conjunto Planalto apoiará a descontaminação de Centros de Saúde de Palmas/TO
					"
